path	bytes	subsystem	artifact_kind	responsibility	key_symbols_or_surface	expected_depth	actual_depth	status	inspector	evidence_refs	issue_ids	limitations_or_exclusion_reason
frontend\src\components\PushToggle.jsx	4483	frontend	frontend-component	reusable UI/form behavior	PushToggle	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\components\PWAUpdatePrompt.jsx	1372	frontend	frontend-component	reusable UI/form behavior	PWAUpdatePrompt	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\components\RecipientPicker.css	4120	frontend	frontend-component	reusable UI/form behavior	RecipientPicker	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\components\RecipientPicker.jsx	8648	frontend	frontend-component	reusable UI/form behavior	RecipientPicker	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\components\SEO.jsx	752	frontend	frontend-component	reusable UI/form behavior	SEO	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\components\TaxBreakdown.jsx	2759	frontend	frontend-component	reusable UI/form behavior	TaxBreakdown	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\components\ThemeToggle.jsx	1163	frontend	frontend-component	reusable UI/form behavior	ThemeToggle	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\components\TimezonePicker.jsx	4199	frontend	frontend-component	reusable UI/form behavior	TimezonePicker	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\components\ui\Button.jsx	470	frontend	frontend-component	reusable UI/form behavior	Button	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\components\ui\Card.jsx	313	frontend	frontend-component	reusable UI/form behavior	Card	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\components\ui\ConfirmDialog.jsx	4727	frontend	frontend-component	reusable UI/form behavior	ConfirmDialog	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\components\ui\ConfirmProvider.jsx	2878	frontend	frontend-component	reusable UI/form behavior	ConfirmProvider	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\components\ui\FormField.jsx	1479	frontend	frontend-component	reusable UI/form behavior	FormField	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\components\ui\index.js	551	frontend	frontend-component	reusable UI/form behavior	index	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\components\ui\LazyImage.jsx	1516	frontend	frontend-component	reusable UI/form behavior	LazyImage	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\components\ui\Modal.jsx	3615	frontend	frontend-component	reusable UI/form behavior	Modal	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\components\ui\PageHeader.jsx	218	frontend	frontend-component	reusable UI/form behavior	PageHeader	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\components\ui\Pagination.jsx	1788	frontend	frontend-component	reusable UI/form behavior	Pagination	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\components\ui\Skeleton.css	1292	frontend	frontend-component	reusable UI/form behavior	Skeleton	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\components\ui\Skeleton.jsx	1224	frontend	frontend-component	reusable UI/form behavior	Skeleton	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\components\ui\Spinner.jsx	631	frontend	frontend-component	reusable UI/form behavior	Spinner	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\components\VenueTimeNote.css	754	frontend	frontend-component	reusable UI/form behavior	VenueTimeNote	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\components\VenueTimeNote.jsx	1488	frontend	frontend-component	reusable UI/form behavior	VenueTimeNote	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\content\accountPageDefaults.js	6546	frontend	source-or-artifact	repository asset	accountPageDefaults	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
frontend\src\content\homeDefaults.js	8991	frontend	source-or-artifact	repository asset	homeDefaults	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
frontend\src\content\legalContent.js	1630	frontend	source-or-artifact	repository asset	legalContent	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
frontend\src\context\AuthContext.jsx	503	frontend	frontend-state-integration	frontend state/API/integration behavior	AuthContext	B	B	partial	Codex/current catalog sweep	endpoint/frontend inventories		Structural/contract inspection; not whole-file logic proof
frontend\src\context\BingeContext.jsx	514	frontend	frontend-state-integration	frontend state/API/integration behavior	BingeContext	B	B	partial	Codex/current catalog sweep	endpoint/frontend inventories		Structural/contract inspection; not whole-file logic proof
frontend\src\hooks\useGeolocation.js	3635	frontend	frontend-state-integration	frontend state/API/integration behavior	useGeolocation	B	B	partial	Codex/current catalog sweep	endpoint/frontend inventories		Structural/contract inspection; not whole-file logic proof
frontend\src\hooks\useModuleAccess.js	2039	frontend	frontend-state-integration	frontend state/API/integration behavior	useModuleAccess	B	B	partial	Codex/current catalog sweep	endpoint/frontend inventories		Structural/contract inspection; not whole-file logic proof
frontend\src\hooks\usePageTracking.js	431	frontend	frontend-state-integration	frontend state/API/integration behavior	usePageTracking	B	B	partial	Codex/current catalog sweep	endpoint/frontend inventories		Structural/contract inspection; not whole-file logic proof
frontend\src\hooks\useRealtimeUpdates.js	3199	frontend	frontend-state-integration	frontend state/API/integration behavior	useRealtimeUpdates	B	B	partial	Codex/current catalog sweep	endpoint/frontend inventories		Structural/contract inspection; not whole-file logic proof
frontend\src\hooks\useVenueLocale.js	1889	frontend	frontend-state-integration	frontend state/API/integration behavior	useVenueLocale	B	B	partial	Codex/current catalog sweep	endpoint/frontend inventories		Structural/contract inspection; not whole-file logic proof
frontend\src\index.css	20460	frontend	style	visual/accessibility presentation	index	C	A	complete	Codex + independent verifier	specialist-06/07/08/09; issue register	A11Y-004	Static deep trace; runtime limitations recorded in issue/evidence
frontend\src\locales\en.json	11729	frontend	configuration	build/runtime/deployment configuration	en	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\locales\hi.json	19882	frontend	configuration	build/runtime/deployment configuration	hi	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\locales\ta.json	24461	frontend	configuration	build/runtime/deployment configuration	ta	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\locales\te.json	22635	frontend	configuration	build/runtime/deployment configuration	te	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\main.jsx	1429	frontend	source-or-artifact	repository asset	main	A	A	complete	Codex + independent verifier	specialist-06/07/08/09; issue register	SEC-012	Static deep trace; runtime limitations recorded in issue/evidence
frontend\src\pages\AboutBinge.css	6564	frontend	frontend-page	route-level product workflow	AboutBinge	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AboutBinge.jsx	10693	frontend	frontend-page	route-level product workflow	AboutBinge	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AccountCenter.jsx	22165	frontend	frontend-page	route-level product workflow	AccountCenter	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminAccount.jsx	21964	frontend	frontend-page	route-level product workflow	AdminAccount	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminAccountPageEditor.css	7015	frontend	frontend-page	route-level product workflow	AdminAccountPageEditor	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminAccountPageEditor.jsx	28259	frontend	frontend-page	route-level product workflow	AdminAccountPageEditor	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminAllUsers.jsx	35414	frontend	frontend-page	route-level product workflow	AdminAllUsers	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminApprovals.jsx	12382	frontend	frontend-page	route-level product workflow	AdminApprovals	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminBingeAbout.jsx	12398	frontend	frontend-page	route-level product workflow	AdminBingeAbout	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminBlockedDates.jsx	30009	frontend	frontend-page	route-level product workflow	AdminBlockedDates	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminBookingCreate.jsx	17006	frontend	frontend-page	route-level product workflow	AdminBookingCreate	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminBookings.css	12417	frontend	frontend-page	route-level product workflow	AdminBookings	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminBookings.jsx	130819	frontend	frontend-page	route-level product workflow	AdminBookings	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminCurrencies.css	931	frontend	frontend-page	route-level product workflow	AdminCurrencies	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminCurrencies.jsx	16562	frontend	frontend-page	route-level product workflow	AdminCurrencies	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminCustomerEdit.jsx	18192	frontend	frontend-page	route-level product workflow	AdminCustomerEdit	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminCustomerFreezes.jsx	8525	frontend	frontend-page	route-level product workflow	AdminCustomerFreezes	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminCustomerPricing.jsx	20820	frontend	frontend-page	route-level product workflow	AdminCustomerPricing	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminDashboard.css	5402	frontend	frontend-page	route-level product workflow	AdminDashboard	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminDashboard.jsx	18042	frontend	frontend-page	route-level product workflow	AdminDashboard	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminDisputes.jsx	11758	frontend	frontend-page	route-level product workflow	AdminDisputes	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminEntranceDashboard.jsx	25844	frontend	frontend-page	route-level product workflow	AdminEntranceDashboard	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminEventTypes.jsx	36332	frontend	frontend-page	route-level product workflow	AdminEventTypes	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminExperience.css	6939	frontend	frontend-page	route-level product workflow	AdminExperience	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminFailedRefunds.jsx	8452	frontend	frontend-page	route-level product workflow	AdminFailedRefunds	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminHomeEditor.css	4626	frontend	frontend-page	route-level product workflow	AdminHomeEditor	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminHomeEditor.jsx	24531	frontend	frontend-page	route-level product workflow	AdminHomeEditor	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminLogin.jsx	6237	frontend	frontend-page	route-level product workflow	AdminLogin	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminLoyaltyCenter.jsx	72812	frontend	frontend-page	route-level product workflow	AdminLoyaltyCenter	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminMessages.css	11429	frontend	frontend-page	route-level product workflow	AdminMessages	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminMessages.jsx	15275	frontend	frontend-page	route-level product workflow	AdminMessages	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminNotificationTemplates.jsx	26092	frontend	frontend-page	route-level product workflow	AdminNotificationTemplates	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminOps.jsx	21986	frontend	frontend-page	route-level product workflow	AdminOps	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminPages.css	33503	frontend	frontend-page	route-level product workflow	AdminPages	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminRateCodes.jsx	18909	frontend	frontend-page	route-level product workflow	AdminRateCodes	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminRecoveryQueues.jsx	25904	frontend	frontend-page	route-level product workflow	AdminRecoveryQueues	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminRegister.jsx	13399	frontend	frontend-page	route-level product workflow	AdminRegister	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminReports.jsx	17073	frontend	frontend-page	route-level product workflow	AdminReports	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminRiskFlags.jsx	7819	frontend	frontend-page	route-level product workflow	AdminRiskFlags	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminSecurity.css	24592	frontend	frontend-page	route-level product workflow	AdminSecurity	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminSlotHolds.jsx	6109	frontend	frontend-page	route-level product workflow	AdminSlotHolds	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminSupportConsole.jsx	23373	frontend	frontend-page	route-level product workflow	AdminSupportConsole	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminSurgeRules.jsx	14937	frontend	frontend-page	route-level product workflow	AdminSurgeRules	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminTaxes.jsx	39590	frontend	frontend-page	route-level product workflow	AdminTaxes	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminTermsEditor.jsx	5710	frontend	frontend-page	route-level product workflow	AdminTermsEditor	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminUsersConfig.css	4928	frontend	frontend-page	route-level product workflow	AdminUsersConfig	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminUsersConfig.jsx	43104	frontend	frontend-page	route-level product workflow	AdminUsersConfig	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminVenueRooms.jsx	23478	frontend	frontend-page	route-level product workflow	AdminVenueRooms	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminVenueTimezones.css	5209	frontend	frontend-page	route-level product workflow	AdminVenueTimezones	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminVenueTimezones.jsx	10132	frontend	frontend-page	route-level product workflow	AdminVenueTimezones	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AdminWaitlist.jsx	12577	frontend	frontend-page	route-level product workflow	AdminWaitlist	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\Auth.css	12286	frontend	frontend-page	route-level product workflow	Auth	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\AuthorityHandover.jsx	34382	frontend	frontend-page	route-level product workflow	AuthorityHandover	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\BingeManagement.jsx	83322	frontend	frontend-page	route-level product workflow	BingeManagement	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\BingeSelector.jsx	17600	frontend	frontend-page	route-level product workflow	BingeSelector	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\BookingConfirmation.jsx	43560	frontend	frontend-page	route-level product workflow	BookingConfirmation	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\BookingPage.css	17028	frontend	frontend-page	route-level product workflow	BookingPage	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\BookingPage.jsx	4298	frontend	frontend-page	route-level product workflow	BookingPage	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\CompleteProfile.jsx	3286	frontend	frontend-page	route-level product workflow	CompleteProfile	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\CustomerHub.css	46267	frontend	frontend-page	route-level product workflow	CustomerHub	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\CustomerMessages.jsx	12103	frontend	frontend-page	route-level product workflow	CustomerMessages	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\CustomerNotifications.css	12147	frontend	frontend-page	route-level product workflow	CustomerNotifications	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\CustomerNotifications.jsx	26915	frontend	frontend-page	route-level product workflow	CustomerNotifications	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\CustomerPayments.jsx	27906	frontend	frontend-page	route-level product workflow	CustomerPayments	B	A	complete	Codex + independent verifier	specialist-06/07/08/09; issue register	FE-001	Static deep trace; runtime limitations recorded in issue/evidence
frontend\src\pages\CustomerSettings.jsx	19947	frontend	frontend-page	route-level product workflow	CustomerSettings	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\Dashboard.css	24578	frontend	frontend-page	route-level product workflow	Dashboard	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\Dashboard.jsx	34612	frontend	frontend-page	route-level product workflow	Dashboard	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\Entrance.css	12605	frontend	frontend-page	route-level product workflow	Entrance	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\ForgotPassword.jsx	2398	frontend	frontend-page	route-level product workflow	ForgotPassword	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\Home.css	22899	frontend	frontend-page	route-level product workflow	Home	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\Home.jsx	18139	frontend	frontend-page	route-level product workflow	Home	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\Login.jsx	15917	frontend	frontend-page	route-level product workflow	Login	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\Membership.css	15842	frontend	frontend-page	route-level product workflow	Membership	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\Membership.jsx	25165	frontend	frontend-page	route-level product workflow	Membership	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\MfaSetup.css	13561	frontend	frontend-page	route-level product workflow	MfaSetup	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\MfaSetup.jsx	15884	frontend	frontend-page	route-level product workflow	MfaSetup	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\MyBookings.jsx	61490	frontend	frontend-page	route-level product workflow	MyBookings	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\MySessions.jsx	8475	frontend	frontend-page	route-level product workflow	MySessions	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\NotFound.jsx	540	frontend	frontend-page	route-level product workflow	NotFound	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\PaymentPage.jsx	33832	frontend	frontend-page	route-level product workflow	PaymentPage	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\PlatformDashboard.jsx	14571	frontend	frontend-page	route-level product workflow	PlatformDashboard	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\Register.jsx	13036	frontend	frontend-page	route-level product workflow	Register	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\ResetPassword.jsx	3239	frontend	frontend-page	route-level product workflow	ResetPassword	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\SuperAdminDashboard.jsx	33476	frontend	frontend-page	route-level product workflow	SuperAdminDashboard	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\Terms.jsx	2254	frontend	frontend-page	route-level product workflow	Terms	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\TransferAccept.jsx	9128	frontend	frontend-page	route-level product workflow	TransferAccept	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\pages\VerifyEmail.jsx	3493	frontend	frontend-page	route-level product workflow	VerifyEmail	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\services\aboutExperience.js	3937	frontend	frontend-state-integration	frontend state/API/integration behavior	aboutExperience	B	B	partial	Codex/current catalog sweep	endpoint/frontend inventories		Structural/contract inspection; not whole-file logic proof
frontend\src\services\analytics.js	6886	frontend	frontend-state-integration	frontend state/API/integration behavior	analytics	B	B	partial	Codex/current catalog sweep	endpoint/frontend inventories		Structural/contract inspection; not whole-file logic proof
frontend\src\services\api.js	13418	frontend	frontend-state-integration	frontend state/API/integration behavior	api	A	A	complete	Codex + independent verifier	specialist-06/07/08/09; issue register	SEC-009,SEC-012	Static deep trace; runtime limitations recorded in issue/evidence
frontend\src\services\bookingEvents.js	1828	frontend	frontend-state-integration	frontend state/API/integration behavior	bookingEvents	B	B	partial	Codex/current catalog sweep	endpoint/frontend inventories		Structural/contract inspection; not whole-file logic proof
frontend\src\services\customerExperience.js	8773	frontend	frontend-state-integration	frontend state/API/integration behavior	customerExperience	B	B	partial	Codex/current catalog sweep	endpoint/frontend inventories		Structural/contract inspection; not whole-file logic proof
frontend\src\services\dashboardExperience.js	2424	frontend	frontend-state-integration	frontend state/API/integration behavior	dashboardExperience	B	B	partial	Codex/current catalog sweep	endpoint/frontend inventories		Structural/contract inspection; not whole-file logic proof
frontend\src\services\endpoints.js	47390	frontend	frontend-state-integration	frontend state/API/integration behavior	endpoints	B	A	complete	Codex + independent verifier	specialist-06/07/08/09; issue register	API-002,FE-001	Static deep trace; runtime limitations recorded in issue/evidence
frontend\src\services\exportUtils.js	8142	frontend	frontend-state-integration	frontend state/API/integration behavior	exportUtils	B	B	partial	Codex/current catalog sweep	endpoint/frontend inventories		Structural/contract inspection; not whole-file logic proof
frontend\src\services\geo.js	1536	frontend	frontend-state-integration	frontend state/API/integration behavior	geo	B	B	partial	Codex/current catalog sweep	endpoint/frontend inventories		Structural/contract inspection; not whole-file logic proof
frontend\src\services\i18n.js	1988	frontend	frontend-state-integration	frontend state/API/integration behavior	i18n	B	B	partial	Codex/current catalog sweep	endpoint/frontend inventories		Structural/contract inspection; not whole-file logic proof
frontend\src\services\loyaltyV2.js	10035	frontend	frontend-state-integration	frontend state/API/integration behavior	loyaltyV2	B	B	partial	Codex/current catalog sweep	endpoint/frontend inventories		Structural/contract inspection; not whole-file logic proof
frontend\src\services\push.js	5304	frontend	frontend-state-integration	frontend state/API/integration behavior	push	B	B	partial	Codex/current catalog sweep	endpoint/frontend inventories		Structural/contract inspection; not whole-file logic proof
